name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
fresno,2023-10-22T18:00:00,23.7,23.7,10.2,42.59,0.012,100,rain,0,0,16.6,8,332,1007,89.2,15.9,5,0,0,10,"Rain, Partially cloudy",rain,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-22T19:00:00,21.1,21.1,13.9,63.4,0.004,100,rain,0,0,16.6,17.9,330,1007.2,88.9,16,0,0,0,10,"Rain, Partially cloudy",rain,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-22T20:00:00,19.9,19.9,14.4,70.64,0,0,,0,0,24.1,14.7,339,1007.3,87.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-22T21:00:00,18.8,18.8,14.3,75.45,0,0,,0,0,24.1,25.2,320,1007.3,89.1,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"CQ036,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-22T22:00:00,17.8,17.8,13.4,75.27,0,0,,0,0,38.9,25.3,320,1007.8,87.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-22T23:00:00,16.7,16.7,12.9,78.12,0,0,,0,0,24.1,18.2,330,1008,89.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T00:00:00,16.7,16.7,13.4,80.71,0,0,,0,0,22.3,13,310,1007.9,89.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T01:00:00,16.7,16.7,13.4,80.88,0.047,100,rain,0,0,22.3,16.6,310,1008,49.6,16,0,0,0,3,"Rain, Partially cloudy",rain,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T02:00:00,16.7,16.7,13.9,83.4,0,0,,0,0,22.3,16.5,310,1008,49.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T03:00:00,16.7,16.7,13.4,80.94,0,0,,0,0,22.3,13.2,310,1008.1,86.5,15.9,0,0,0,3,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T04:00:00,16.1,16.1,13.4,83.66,0,0,,0,0,18.4,13,300,1008,49.6,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T05:00:00,15.7,15.7,12.9,83.66,0,0,,0,0,20.5,12.9,291,1008.1,49.6,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-23T06:00:00,15,15,12.9,87.18,0,0,,0,0,18.4,9.5,339,1008.9,28.8,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T07:00:00,15,15,13.3,89.94,0,0,,0,0,16.6,0.5,353,1009.3,97.6,15.8,0,0,0,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T08:00:00,14.9,14.9,13.3,90.02,0,0,,0,0,16.6,16.1,319,1009.7,96,15.7,25,0.1,0,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T09:00:00,16.1,16.1,13.4,83.56,0,0,,0,0,20.5,18.3,310,1010.5,99,15.8,104,0.4,1,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T10:00:00,16.2,16.2,12.9,80.84,0,0,,0,0,24.1,16.6,301,1010.6,99,15.8,109,0.4,1,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T11:00:00,16.7,16.7,12.9,77.99,0,0,,0,0,35.3,20.5,301,1010.7,99.8,15.9,104,0.4,1,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T12:00:00,16.8,16.8,12.9,77.59,0,0,,0,0,35.3,20.4,310,1010.9,99.8,15.9,113,0.4,1,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T13:00:00,16.9,16.9,12.9,77.07,0,0,,0,0,29.5,9.8,330,1010.4,99.5,16,102,0.4,1,10,Overcast,cloudy,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T14:00:00,18.5,18.5,12.8,69.51,0,0,,0,0,22.3,7.7,345,1010,87,16,222,0.8,2,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T15:00:00,19.5,19.5,12.2,62.81,0,0,,0,0,20.5,0.5,0,1009.7,88.1,16,141,0.5,1,10,Partially cloudy,partly-cloudy-day,"KMAE,F2761,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-23T16:00:00,19.6,19.6,12.9,65.22,0,0,,0,0,18.4,11.1,124,1009.7,88.1,16,281,1,3,10,Partially cloudy,partly-cloudy-day,"KMAE,F2761,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-23T17:00:00,20.1,20.1,12.3,60.69,0,0,,0,0,16.6,9.4,92,1009.8,48.1,16,128,0.5,1,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T18:00:00,19,19,12.2,65.08,0,0,,0,0,14.8,0.6,8,1010.1,48.1,16,7,0,0,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T19:00:00,18.3,18.3,11.8,65.51,0,0,,0,0,11.2,5.7,73,1010.4,48.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T20:00:00,17.8,17.8,12.2,69.84,0,0,,0,0,9.4,7.6,102,1010.5,26.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T21:00:00,16.7,16.7,12.2,74.94,0,0,,0,0,9.4,5.6,121,1010.6,26.5,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-23T22:00:00,16.1,16.1,12.2,77.51,0,0,,0,0,9.4,7.7,155,1011.1,48.3,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,E7937,KFAT,72389093193"
fresno,2023-10-23T23:00:00,15,15,12.2,83.3,0,0,,0,0,11.2,0.2,9,1011.5,48.5,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T00:00:00,15.6,15.6,12.2,80.14,0,0,,0,0,11.2,0.4,9,1011.2,86.3,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"CQ036,KMAE,74504693242,74702023110,KFAT,72389093193"
fresno,2023-10-24T01:00:00,15.6,15.6,12.2,80.28,0,0,,0,0,9.4,9.3,100,1011,86.3,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T02:00:00,14.3,14.3,12.2,86.92,0,0,,0,0,11.2,0.4,9,1010.8,85,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T03:00:00,14.3,14.3,11.7,84.38,0,0,,0,0,9.4,5.5,91,1011.1,85.8,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T04:00:00,14.3,14.3,11.7,84.28,0,0,,0,0,9.4,7.5,70,1011.2,85.9,15.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T05:00:00,14.3,14.3,11.7,84.17,0,0,,0,0,9.4,9.3,81,1010.7,89.3,15.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T06:00:00,13.8,13.8,11.2,84.16,0,0,,0,0,9.4,0.3,2,1011,50.5,15.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T07:00:00,13.8,13.8,11.1,84.09,0,0,,0,0,9.4,0.4,11,1011.2,47.5,15.6,29,0.1,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T08:00:00,13.8,13.8,11.2,84.1,0,0,,0,0,9.4,0.3,6,1011.5,26.5,13.7,173,0.6,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T09:00:00,16.2,16.2,11.8,75.25,0,0,,0,0,9.4,0.2,7,1012.1,27.3,10.1,322,1.2,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T10:00:00,18.4,18.4,12.3,67.62,0,0,,0,0,9.4,0.2,4,1012.2,25.9,15.9,233,0.8,2,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-24T11:00:00,20.7,20.7,12.3,58.55,0,0,,0,0,9.4,0.2,4,1012.1,25.9,16,541,1.9,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T12:00:00,21.7,21.7,12.3,54.85,0,0,,0,0,9.4,0.1,0,1011.7,25.9,16,584,2.1,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T13:00:00,22.9,22.9,11.8,49.49,0,0,,0,0,11.2,0.2,3,1010.9,48.1,16,554,2,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T14:00:00,23.4,23.4,11.8,47.94,0,0,,0,0,13,7.6,20,1010.1,48.5,16,483,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T15:00:00,24.4,24.4,11.8,45.23,0,0,,0,0,13,5.2,161,1009.5,48.5,16,367,1.3,4,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T16:00:00,25.1,25.1,11.8,43.43,0,0,,0,0,13,5.4,164,1009.4,48.1,16,218,0.8,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T17:00:00,25,25,12.2,44.93,0,0,,0,0,13,9.3,331,1009.3,48.1,16,71,0.3,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T18:00:00,23.8,23.8,12.2,48.26,0,0,,0,0,11.2,7.6,274,1009.2,48.1,14.1,2,0,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T19:00:00,22.7,22.7,12.3,51.59,0,0,,0,0,9.4,5.5,291,1010,26.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T20:00:00,21.5,21.5,12.9,57.75,0,0,,0,0,7.6,5.1,292,1010.6,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T21:00:00,20.9,20.9,13.3,61.63,0,0,,0,0,9.4,0.1,355,1011,0,14.1,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T22:00:00,19.2,19.2,12.8,66.57,0,0,,0,0,9.4,5.3,84,1011.5,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-24T23:00:00,17.7,17.7,12.2,70.07,0,0,,0,0,9.4,5.3,113,1011.8,0.6,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T00:00:00,17,17,12.2,72.96,0,0,,0,0,9.4,7.5,142,1011.7,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T01:00:00,16.5,16.5,12.1,75.3,0,0,,0,0,9.4,7.4,113,1011.7,47.5,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T02:00:00,16,16,11.7,75.41,0,0,,0,0,9.4,5.5,75,1011.9,47.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T03:00:00,15.5,15.5,11.6,77.54,0,0,,0,0,9.4,0.3,3,1011.9,47.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T04:00:00,15.5,15.5,11.6,77.71,0,0,,0,0,9.4,0.2,6,1011.9,84.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T05:00:00,14.8,14.8,11.1,78.08,0,0,,0,0,7.6,9,81,1011.9,84.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T06:00:00,14.8,14.8,11,78.08,0,0,,0,0,9.4,5.4,91,1012.1,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T07:00:00,13.7,13.7,10.6,81.31,0,0,,0,0,9.4,0.3,358,1012.3,85.9,16,32,0.1,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KFAT,72389093193"
fresno,2023-10-25T08:00:00,14.8,14.8,10.6,75.73,0,0,,0,0,9.4,5.4,225,1012.8,48.5,15.7,161,0.6,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T09:00:00,17.7,17.7,11.2,65.49,0,0,,0,0,9.4,0.2,355,1013.9,48.5,13.9,309,1.1,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T10:00:00,19.9,19.9,11.7,59.29,0,0,,0,0,11.2,5.3,252,1014.3,48,11.1,440,1.6,4,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T11:00:00,21.1,21.1,12.8,58.93,0,0,,0,0,13,0.4,356,1014.4,26.9,11.2,517,1.9,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T12:00:00,22.3,22.3,12.8,55,0,0,,0,0,16.6,7.5,301,1014.7,26.9,10.3,552,2,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T13:00:00,23.9,23.9,13.3,51.41,0,0,,0,0,16.6,9.3,331,1014.2,26.5,10.3,528,1.9,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T14:00:00,24.4,24.4,12.8,48.31,0,0,,0,0,18.4,7.9,328,1013.4,26.5,10.1,458,1.6,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T15:00:00,25.1,25.1,11.5,42.67,0,0,,0,0,31.7,16.5,310,1013.4,48.5,10.1,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T16:00:00,25,25,10.5,39.9,0,0,,0,0,22.3,13.3,301,1013.2,48.5,11,212,0.8,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T17:00:00,24.4,24.4,9.2,38.07,0,0,,0,0,35.3,18.6,311,1013.2,85.5,13.9,59,0.2,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T18:00:00,22.8,22.8,6.1,33.92,0,0,,0,0,35.3,27.7,321,1013.1,85.5,16,2,0,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T19:00:00,20.6,20.6,6.2,39.13,0,0,,0,0,38.9,27.6,320,1014,88.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T20:00:00,19.3,19.3,7.3,45.55,0,0,,0,0,42.5,18.7,320,1014.5,85,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T21:00:00,17.8,17.8,8.4,53.92,0,0,,0,0,31.7,24,310,1015.2,85,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T22:00:00,17.2,17.2,8.4,56.19,0,0,,0,0,24.1,24,300,1015.4,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-25T23:00:00,16.1,16.1,8.9,62.02,0,0,,0,0,42.5,18.5,310,1015.8,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T00:00:00,15.6,15.6,9.4,66.3,0,0,,0,0,40.7,23.8,310,1016.1,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T01:00:00,15,15,10,72.06,0,0,,0,0,44.6,18.5,310,1016.3,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T02:00:00,14.3,14.3,10,75.05,0,0,,0,0,27.7,16.7,310,1016.8,48.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T03:00:00,14.3,14.3,10,75.23,0,0,,0,0,25.9,18.1,301,1016.8,84.5,14.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T04:00:00,14.3,14.3,9.9,75.03,0,0,,0,0,24.1,20.3,301,1016.6,49,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T05:00:00,14.3,14.3,9.3,71.91,0,0,,0,0,24.1,13.3,329,1017.1,87.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T06:00:00,13.8,13.8,9.3,74.04,0,0,,0,0,20.5,11.7,320,1017.5,49.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T07:00:00,13.3,13.3,7.8,69.54,0,0,,0,0,16.6,18.2,329,1017.8,49.6,16,28,0.1,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T08:00:00,12.8,12.8,6.8,66.81,0,0,,0,0,16.6,12.9,319,1018.3,49.3,16,169,0.6,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T09:00:00,13.8,13.8,5.1,55.75,0,0,,0,0,16.6,15,320,1019.1,26.9,16,337,1.2,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T10:00:00,15.6,15.6,5.1,49.4,0,0,,0,0,18.4,18.4,321,1019.3,26.9,16,469,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T11:00:00,16.7,16.7,3.9,42.57,0,0,,0,0,20.5,13.1,301,1019.3,26.5,16,555,2,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T12:00:00,17.9,17.9,-0.4,29.09,0,0,,0,0,20.5,11.3,315,1019.3,26.5,16,591,2.1,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T13:00:00,18.9,18.9,-0.4,27.31,0,0,,0,0,20.5,12.9,320,1018.9,26.5,16,571,2.1,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T14:00:00,18.9,18.9,1.3,30.75,0,0,,0,0,18.4,9.2,311,1018.2,26.5,16,499,1.8,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T15:00:00,19.4,19.4,0.2,27.6,0,0,,0,0,13,5.6,300,1017.6,26.5,16,379,1.4,4,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T16:00:00,20,20,-0.6,25.06,0,0,,0,0,13,5.7,307,1017.4,46,16,224,0.8,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T17:00:00,20,20,0.8,27.72,0,0,,0,0,13,12.9,311,1017.1,48.1,16,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T18:00:00,19.3,19.3,1.3,30.2,0,0,,0,0,9.4,5.6,329,1016.9,48.5,16,0,0,0,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-26T19:00:00,17.1,17.1,2.3,37.13,0,0,,0,0,13,9.3,301,1017.2,48.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-26T20:00:00,16,16,2.9,41.62,0,0,,0,0,13,7.6,291,1017.5,49.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-26T21:00:00,15.4,15.4,3.4,44.56,0,0,,0,0,13,9.3,290,1017.7,48.5,11.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-26T22:00:00,13.7,13.7,5,55.57,0,0,,0,0,9.4,7.6,310,1018.3,48.1,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,F2761,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-26T23:00:00,13.6,13.6,6.1,60.2,0,0,,0,0,9.4,5.5,329,1018.4,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-27T00:00:00,12.6,12.6,6,64.01,0,0,,0,0,13,7.4,320,1018.3,48.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CQ036,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-27T01:00:00,12,12,6.5,69.36,0,0,,0,0,13,5.6,329,1018.4,85,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,F2761,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-27T02:00:00,11.5,11.5,6,68.83,0,0,,0,0,13,5.3,320,1018.5,85,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-27T03:00:00,10.4,10.4,6,73.88,0,0,,0,0,13,5.1,292,1018.4,85,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-27T04:00:00,9.8,9.8,6,77.06,0,0,,0,0,11.2,0.4,353,1018.3,84.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-27T05:00:00,9.7,9.7,5.9,77.18,0,0,,0,0,9.4,0.2,356,1018.4,84.5,13.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-27T06:00:00,9.1,8.6,5.5,77.82,0,0,,0,0,9.4,5.6,337,1018.4,0,15.9,0,0,0,10,Clear,clear-night,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-27T07:00:00,8.7,8.7,5.5,80.37,0,0,,0,0,9.4,0.2,357,1018.7,84.5,16,46,0.2,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-27T08:00:00,9.2,9.2,5.5,77.74,0,0,,0,0,9.4,0,0,1019,86.3,15.9,136,0.5,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-27T09:00:00,11.5,11.5,6,68.91,0,0,,0,0,9.4,0.1,358,1019.6,86.3,15.9,243,0.9,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
